,well,strain,sal,las,iptg,chlor,cole1,rep,plate,channel,measurement
157,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,8,OD700,1.4220000000000002
161,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,9,OD700,1.4535
165,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,10,OD700,1.41
169,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,11,OD700,1.479
173,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,12,OD700,1.435
177,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,13,OD700,1.4689999999999999
181,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,14,OD700,1.481
185,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,15,OD700,1.4449999999999998
189,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,16,OD700,1.46
193,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,1,OD700,1.2925
197,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,2,OD700,1.2839999999999998
201,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,3,OD700,1.1665
205,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,4,OD700,1.2690000000000001
209,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,5,OD700,1.2530000000000001
213,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,6,OD700,1.2665000000000002
217,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,7,OD700,1.275
221,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,8,OD700,1.31
225,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,9,OD700,1.414
229,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,10,OD700,1.4300000000000002
233,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,11,OD700,1.432
237,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,12,OD700,1.312
241,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,13,OD700,1.3895
245,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,14,OD700,1.454
249,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,15,OD700,1.412
253,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,16,OD700,1.463
257,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,1,OD700,1.3415
261,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,2,OD700,1.2825
265,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,3,OD700,1.2755
269,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,4,OD700,1.292
273,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,5,OD700,1.2905
277,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,6,OD700,1.33
281,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,7,OD700,1.3065000000000002
285,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,8,OD700,1.346
289,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,9,OD700,1.432
293,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,10,OD700,1.4529999999999998
297,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,11,OD700,1.456
301,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,12,OD700,1.476
305,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,13,OD700,1.4745
309,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,14,OD700,1.476
313,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,15,OD700,1.4595
317,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,16,OD700,1.4865
321,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,1,OD700,1.2960000000000003
325,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,2,OD700,1.2389999999999999
329,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,3,OD700,0.9535
333,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,4,OD700,1.2035
337,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,5,OD700,1.2225
341,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,6,OD700,1.2995
345,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,7,OD700,1.3769999999999998
349,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,8,OD700,1.3715
353,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,9,OD700,1.444
357,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,10,OD700,1.432
361,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,11,OD700,1.4565000000000001
365,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,12,OD700,1.302
369,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,13,OD700,1.445
373,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,14,OD700,1.4315
377,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,15,OD700,1.435
381,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,16,OD700,1.4535
385,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,1,OD700,1.2795
389,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,2,OD700,1.2094999999999998
393,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,3,OD700,1.2075
397,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,4,OD700,1.3769999999999998
401,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,5,OD700,1.3725
405,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,6,OD700,1.4385000000000001
409,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,7,OD700,1.378
413,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,8,OD700,1.4275
417,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,9,OD700,1.4834999999999998
421,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,10,OD700,1.5190000000000001
425,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,11,OD700,1.4889999999999999
429,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,12,OD700,1.5
433,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,13,OD700,1.483
437,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,14,OD700,1.506
441,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,15,OD700,1.4554999999999998
445,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,16,OD700,1.499
449,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,1,OD700,1.2405
453,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,2,OD700,1.198
457,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,3,OD700,0.9935
461,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,4,OD700,1.1785
465,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,5,OD700,1.305
469,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,6,OD700,1.355
473,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,7,OD700,1.3820000000000001
477,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,8,OD700,1.3835000000000002
481,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,9,OD700,1.458
485,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,10,OD700,1.454
489,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,11,OD700,1.465
493,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,12,OD700,1.2839999999999998
497,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,13,OD700,1.419
501,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,14,OD700,1.4505000000000001
505,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,15,OD700,1.4315
509,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,16,OD700,1.4685
513,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,1,OD700,1.339
517,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,2,OD700,1.3965
521,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,3,OD700,1.39
525,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,4,OD700,1.4095
529,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,5,OD700,1.3715
533,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,6,OD700,1.3765
537,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,7,OD700,1.3745
541,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,8,OD700,1.4005
545,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,9,OD700,1.4535
549,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,10,OD700,1.4529999999999998
553,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,11,OD700,1.4409999999999998
557,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,12,OD700,1.4435000000000002
561,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,13,OD700,1.4234999999999998
565,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,14,OD700,1.4514999999999998
569,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,15,OD700,1.404
573,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,16,OD700,1.4380000000000002
577,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,1,OD700,1.3775
581,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,2,OD700,1.345
585,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,3,OD700,1.155
589,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,4,OD700,1.3475000000000001
593,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,5,OD700,1.345
597,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,6,OD700,1.3505
601,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,7,OD700,1.354
605,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,8,OD700,1.3455
609,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,9,OD700,1.412
613,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,10,OD700,1.429
617,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,11,OD700,1.409
621,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,12,OD700,1.2275
625,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,13,OD700,1.4095
629,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,14,OD700,1.403
633,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,15,OD700,1.379
637,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,16,OD700,1.445
641,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,1,OD700,1.3450000000000002
645,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,2,OD700,1.378
649,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,3,OD700,1.379
653,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,4,OD700,1.3955
657,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,5,OD700,1.3625
661,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,6,OD700,1.3745
665,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,7,OD700,1.3824999999999998
669,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,8,OD700,1.3755
673,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,9,OD700,1.4315
677,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,10,OD700,1.443
681,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,11,OD700,1.4360000000000002
685,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,12,OD700,1.444
689,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,13,OD700,1.4224999999999999
693,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,14,OD700,1.454
697,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,15,OD700,1.406
701,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,16,OD700,1.4425
705,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,1,OD700,1.357
709,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,2,OD700,1.3245
713,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,3,OD700,1.0975000000000001
717,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,4,OD700,1.3865
721,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,5,OD700,1.3555
725,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,6,OD700,1.366
729,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,7,OD700,1.375
733,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,8,OD700,1.393
737,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,9,OD700,1.4264999999999999
741,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,10,OD700,1.4175
745,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,11,OD700,1.397
749,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,12,OD700,1.294
753,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,13,OD700,1.3475
757,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,14,OD700,1.4069999999999998
761,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,15,OD700,1.4035
765,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,16,OD700,1.4115000000000002
769,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,1,OD700,1.307
773,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,2,OD700,1.3345
777,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,3,OD700,1.0905
781,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,4,OD700,1.3685
785,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,5,OD700,1.35
789,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,6,OD700,1.3655
793,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,7,OD700,1.3399999999999999
797,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,8,OD700,1.3605
801,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,9,OD700,1.4215
805,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,10,OD700,1.399
809,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,11,OD700,1.4144999999999999
813,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,12,OD700,1.1869999999999998
817,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,13,OD700,1.369
821,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,14,OD700,1.385
825,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,15,OD700,1.3885
829,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,16,OD700,1.413
833,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,1,OD700,1.3335000000000001
837,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,2,OD700,1.316
841,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,3,OD700,1.336
845,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,4,OD700,1.3464999999999998
849,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,5,OD700,1.308
853,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,6,OD700,1.345
857,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,7,OD700,1.3365
861,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,8,OD700,1.3165
865,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,9,OD700,1.3845
869,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,10,OD700,1.4075
873,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,11,OD700,1.3929999999999998
877,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,12,OD700,1.4210000000000003
881,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,13,OD700,1.3565
885,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,14,OD700,1.44
889,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,15,OD700,1.3755
893,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,16,OD700,1.441
897,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,1,OD700,1.3565
901,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,2,OD700,1.3085
905,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,3,OD700,1.1785
909,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,4,OD700,1.3114999999999999
913,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,5,OD700,1.3094999999999999
917,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,6,OD700,1.3385
921,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,7,OD700,1.3205
925,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,8,OD700,1.3145
929,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,9,OD700,1.3885
933,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,10,OD700,1.379
937,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,11,OD700,1.3824999999999998
941,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,12,OD700,1.1065
945,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,13,OD700,1.325
949,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,14,OD700,1.355
953,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,15,OD700,1.343
957,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,16,OD700,1.4055
961,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,1,OD700,1.3114999999999999
965,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,2,OD700,1.347
969,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,3,OD700,1.375
973,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,4,OD700,1.3665000000000003
977,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,5,OD700,1.3315
981,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,6,OD700,1.337
985,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,7,OD700,1.3405
989,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,8,OD700,1.3375
993,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,9,OD700,1.394
997,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,10,OD700,1.387
1001,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,11,OD700,1.4005
1005,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,12,OD700,1.3739999999999999
1009,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,13,OD700,1.37
1013,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,14,OD700,1.3944999999999999
1017,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,15,OD700,1.3595000000000002
1021,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,16,OD700,1.4080000000000001
1025,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,1,OD700,1.3375
1029,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,2,OD700,1.3165
1033,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,3,OD700,1.0955
1037,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,4,OD700,1.3094999999999999
1041,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,5,OD700,1.3175
1045,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,6,OD700,1.3495
1049,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,7,OD700,1.2845
1053,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,8,OD700,1.3195000000000001
1057,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,9,OD700,1.3805
1061,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,10,OD700,1.372
1065,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,11,OD700,1.3685
1069,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,12,OD700,1.0855000000000001
1073,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,13,OD700,1.354
1077,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,14,OD700,1.3679999999999999
1081,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,15,OD700,1.35
1085,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,16,OD700,1.409
1089,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,1,OD700,1.364
1093,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,2,OD700,1.4020000000000001
1097,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,3,OD700,1.4165
1101,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,4,OD700,1.4264999999999999
1105,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,5,OD700,1.3900000000000001
1109,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,6,OD700,1.42
1113,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,7,OD700,1.3865
1117,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,8,OD700,1.415
1121,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,9,OD700,1.4615
1125,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,10,OD700,1.456
1129,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,11,OD700,1.467
1133,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,12,OD700,1.4595
1137,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,13,OD700,1.5150000000000001
1141,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,14,OD700,1.4714999999999998
1145,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,15,OD700,1.4475
1149,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,16,OD700,1.476
1153,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,1,OD700,1.3635000000000002
1157,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,2,OD700,1.3515
1161,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,3,OD700,1.15
1165,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,4,OD700,1.4
1169,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,5,OD700,1.3685
1173,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,6,OD700,1.3730000000000002
1177,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,7,OD700,1.3825
1181,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,8,OD700,1.3695
1185,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,9,OD700,1.4415
1189,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,10,OD700,1.4505
1193,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,11,OD700,1.4135
1197,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,12,OD700,1.2715
1201,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,13,OD700,1.4395
1205,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,14,OD700,1.4315
1209,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,15,OD700,1.4060000000000001
1213,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,16,OD700,1.4415
1217,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,1,OD700,1.353
1221,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,2,OD700,1.3664999999999998
1225,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,3,OD700,1.3735
1229,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,4,OD700,1.3915
1233,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,5,OD700,1.388
1237,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,6,OD700,1.4065
1241,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,7,OD700,1.3705000000000003
1245,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,8,OD700,1.398
1249,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,9,OD700,1.4575
1253,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,10,OD700,1.454
1257,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,11,OD700,1.449
1261,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,12,OD700,1.448
